"Bill_id","History_date","History_description","History_refid"
"HB23","02/19/16","H Bill text as passed House and Senate (HB23ER)",""
"HB23","02/19/16","H Impact statement from DPB (HB23ER)",""
"HB23","02/19/16","H Signed by Speaker",""
"HB23","02/19/16","S Signed by President",""
"HB23","02/19/16","H Enrolled Bill communicated to Governor on 2/19/16",""
"HB23","02/19/16","G Governor's Action Deadline Midnight, February 26, 2016",""
"HB23","02/26/16","G Approved by Governor-Chapter 34 (effective 7/1/16)",""
"HB23","02/26/16","G Acts of Assembly Chapter text (CHAP0034)",""
"HB24","11/17/15","H Prefiled and ordered printed; offered 01/13/16 16100583D",""
"HB24","11/17/15","H Referred to Committee on Counties, Cities and Towns",""
"HB24","01/18/16","H Assigned CC & T sub: Subcommittee #1",""
"HB24","01/20/16","H Subcommittee recommends reporting (8-Y 0-N)","H0701V0002"
"HB24","01/25/16","H Impact statement from DHCD (HB24)",""
"HB24","01/29/16","H Reported from Counties, Cities and Towns (21-Y 0-N)","H07V0003"
"HB24","02/01/16","H Read first time",""
"HB24","02/02/16","H Read second time and engrossed",""
"HB24","02/03/16","H Read third time and passed House BLOCK VOTE (97-Y 0-N)",""
"HB24","02/03/16","H VOTE: BLOCK VOTE PASSAGE (97-Y 0-N)","HV0224"
"HB24","02/04/16","S Constitutional reading dispensed",""
"HB24","02/04/16","S Referred to Committee on Local Government",""
"HB24","02/23/16","S Reported from Local Government (13-Y 0-N)","S07V0047"
"HB24","02/25/16","S Constitutional reading dispensed (40-Y 0-N)","SV0636"
"HB24","02/26/16","S Read third time",""
"HB24","02/26/16","S Passed Senate (39-Y 0-N)","SV0660"
"HB24","03/01/16","H Enrolled",""
"HB24","03/01/16","H Bill text as passed House and Senate (HB24ER)",""
"HB24","03/01/16","H Signed by Speaker",""
"HB24","03/04/16","S Signed by President",""
"HB24","03/07/16","H Enrolled Bill communicated to Governor on 3/7/2016",""
"HB24","03/07/16","G Governor's Action Deadline Midnight, Sunday, April 10, 2016",""
"HB24","03/07/16","G Approved by Governor-Chapter 311 (effective 7/1/16)",""
"HB24","03/07/16","G Acts of Assembly Chapter text (CHAP0311)",""
"HB25","11/17/15","H Prefiled and ordered printed; offered 01/13/16 16100160D",""
"HB25","11/17/15","H Referred to Committee for Courts of Justice",""
"HB25","01/14/16","H Assigned Courts sub:",""
"HB25","01/18/16","H Subcommittee recommends reporting with amendment(s) (11-Y 0-N)","H0801V0009"
"HB25","01/27/16","H Reported from Courts of Justice with substitute (22-Y 0-N)","H08V0023"
"HB25","01/27/16","H Committee substitute printed 16104449D-H1",""
"HB25","01/29/16","H Read first time",""
"HB25","02/01/16","H Read second time",""
"HB25","02/01/16","H Committee substitute agreed to 16104449D-H1",""
"HB25","02/01/16","H Engrossed by House - committee substitute HB25H1",""
"HB25","02/02/16","H Read third time and passed House BLOCK VOTE (98-Y 0-N)",""
"HB25","02/02/16","H VOTE: BLOCK VOTE PASSAGE (98-Y 0-N)","HV0175"
"HB25","02/02/16","H Impact statement from DPB (HB25H1)",""
"HB25","02/03/16","S Constitutional reading dispensed",""
"HB25","02/03/16","S Referred to Committee for Courts of Justice",""
"HB25","02/29/16","S Reported from Courts of Justice with amendment (14-Y 0-N)","S03V0328"
"HB25","03/01/16","S Constitutional reading dispensed (38-Y 0-N)","SV0754"
"HB25","03/02/16","S Read third time",""
"HB25","03/02/16","S Reading of amendment waived",""
"HB25","03/02/16","S Committee amendment agreed to",""
"HB25","03/02/16","S Engrossed by Senate as amended",""
"HB25","03/02/16","S Passed Senate with amendment (40-Y 0-N)","SV0768"
"HB25","03/03/16","H Placed on Calendar",""
"HB25","03/04/16","H Senate amendment rejected by House (2-Y 97-N)",""
"HB25","03/04/16","H VOTE: REJECTED (2-Y 97-N)","HV1176"
"HB25","03/08/16","S Passed by temporarily",""
"HB25","03/08/16","S Senate insisted on amendment (40-Y 0-N)","SV0911"
"HB25","03/08/16","S Senate requested conference committee",""
"HB25","03/09/16","H House acceded to request",""
"HB25","03/09/16","H Conferees appointed by House",""
"HB25","03/09/16","H Delegates: Habeeb, Collins, Mason",""
"HB25","03/10/16","S Conferees appointed by Senate",""
"HB25","03/10/16","S Senators: Chafin, Reeves, Deeds",""
"HB25","03/10/16","C Amended by conference committee",""
"HB25","03/11/16","S Passed by temporarily",""
"HB25","03/11/16","H Conference report agreed to by House (97-Y 0-N)",""
"HB25","03/11/16","H VOTE: ADOPTION (97-Y 0-N)","HV1348"
"HB25","03/11/16","S Conference report agreed to by Senate (40-Y 0-N)","SV1041"
"HB25","03/25/16","H Enrolled",""
"HB25","03/25/16","H Bill text as passed House and Senate (HB25ER)",""
"HB25","03/25/16","H Signed by Speaker",""
"HB25","03/28/16","S Signed by President",""
"HB25","03/28/16","H Enrolled Bill communicated to Governor on 3/28/16",""
"HB25","03/28/16","G Governor's Action Deadline Midnight, Sunday, April 10, 2016",""
"HB25","03/31/16","H Impact statement from DPB (HB25ER)",""
"HB26","11/17/15","H Prefiled and ordered printed; offered 01/13/16 16100844D",""
"HB26","11/17/15","H Referred to Committee on Privileges and Elections",""
"HB26","01/14/16","H Assigned P & E sub:",""
"HB26","01/19/16","H Impact statement from DPB (HB26)",""
"HB26","02/02/16","H Subcommittee recommends laying on the table","H1804V0022"
"HB26","02/16/16","H Left in Privileges and Elections","H18V0032"
"HB27","11/17/15","H Prefiled and ordered printed; offered 01/13/16 16100577D",""
"HB27","11/17/15","H Referred to Committee on Rules",""
"HB27","01/12/16","H Impact statement from DHCD (HB27)",""
"HB27","01/28/16","H Tabled in Rules","H20V0025"
"HB28","11/18/15","H Prefiled and ordered printed; offered 01/13/16 16100188D",""
"HB28","11/18/15","H Referred to Committee on Finance",""
"HB28","01/15/16","H Assigned Finance sub: Subcommittee #1",""
"HB28","01/26/16","H Impact statement from TAX (HB28)",""
"HB28","01/27/16","H Subcommittee recommends laying on the table","H1001V0007"
"HB28","02/17/16","H Left in Finance","H10V0103"
"HB29","12/17/15","H Prefiled and ordered printed; offered 01/13/16 16103288D",""
"HB29","12/17/15","H Referred to Committee on Appropriations",""
"HB29","02/21/16","H Reported from Appropriations with amendments (21-Y 0-N)","H02V0120"
"HB29","02/23/16","H Read first time",""
"HB29","02/23/16","H Budget amendments available",""
"HB29","02/24/16","H Motion for Special and Continuing Order (98-Y 0-N)",""
"HB29","02/24/16","H VOTE: AGREE TO MOTION (98-Y 0-N)","HV0849"
"HB29","02/24/16","H Passed by for the day",""
"HB29","02/25/16","H Read second time",""
"HB29","02/25/16","H Uncontested Committee amendments agreed to (98-Y 0-N)",""
"HB29","02/25/16","H VOTE: ADOPTION (98-Y 0-N)","HV0886"
"HB29","02/25/16","H Contested committee amendment Item 290 #1h agreed to (65-Y 34-N)",""
"HB29","02/25/16","H VOTE: ADOPTION (65-Y 34-N)","HV0887"
"HB29","02/25/16","H Motion to pass by contested committee amendment Item 3-6.05 #1h agreed to",""
"HB29","02/25/16","H Engrossed by House as amended",""
"HB29","02/25/16","H Constitutional reading dispensed (100-Y 0-N)",""
"HB29","02/25/16","H VOTE: AGREE TO (100-Y 0-N)","HV0888"
"HB29","02/25/16","H Passed House (100-Y 0-N)",""
"HB29","02/25/16","H VOTE: PASSAGE (100-Y 0-N)","HV0889"
"HB29","02/26/16","S Constitutional reading dispensed",""
"HB29","02/26/16","S Referred to Committee on Finance",""
"HB29","03/01/16","S Reported from Finance with Senate amendments substituted for House amendments (15-Y 0-N)","S05V0231"
"HB29","03/02/16","S Constitutional reading dispensed (40-Y 0-N)","SV0784"
"HB29","03/02/16","S Read third time",""
"HB29","03/02/16","S Reading of amendments waived",""
"HB29","03/02/16","S Committee amendments agreed to",""
"HB29","03/02/16","S Passed Senate with amendments (40-Y 0-N)","SV0785"
"HB29","03/02/16","H Senate amendments rejected by House (1-Y 91-N)",""
"HB29","03/02/16","H VOTE: REJECTED (1-Y 91-N)","HV1128"
"HB29","03/02/16","H Reconsideration of Senate amendments rejected by House",""
"HB29","03/02/16","H Senate amendments rejected by House (0-Y 94-N)",""
"HB29","03/02/16","H VOTE: REJECTED #2 (0-Y 94-N)","HV1129"
"HB29","03/02/16","S Senate insisted on amendments (39-Y 0-N)","SV0794"
"HB29","03/02/16","S Senate requested conference committee",""
"HB29","03/02/16","H House acceded to request",""
"HB29","03/02/16","H Conferees appointed by House",""
"HB29","03/02/16","H Delegates: Jones, Cox, Landes, O'Bannon, Greason, Torian",""
"HB29","03/02/16","S Conferees appointed by Senate",""
"HB29","03/02/16","S Senators: Norment, Hanger, Howell, Saslaw, Newman, Ruff, Wagner",""
"HB29","03/11/16","H Conference report agreed to by House (99-Y 0-N)",""
"HB29","03/11/16","H VOTE: ADOPTION (99-Y 0-N)","HV1378"
"HB29","03/11/16","S Conference report agreed to by Senate (38-Y 1-N)","SV1114"
"HB29","03/25/16","H Enrolled",""
"HB29","03/25/16","H Bill text as passed House and Senate (HB29ER)",""
"HB29","03/25/16","H Signed by Speaker",""
"HB29","03/28/16","S Signed by President",""
"HB29","03/28/16","H Enrolled Bill communicated to Governor on 3/28/16",""
"HB29","03/28/16","G Governor's Action Deadline Midnight, Sunday, April 10, 2016",""
"HB29","03/30/16","H Bill text as passed House and Senate reprinted (HB29ER)",""
"HB30","12/17/15","H Prefiled and ordered printed; offered 01/13/16 16103286D",""
"HB30","12/17/15","H Referred to Committee on Appropriations",""
"HB30","02/21/16","H Reported from Appropriations with amendments (21-Y 0-N)","H02V0121"
"HB30","02/23/16","H Read first time",""
"HB30","02/23/16","H Budget amendments available",""
"HB30","02/24/16","H Motion for Special and Continuing Order (98-Y 0-N)",""
"HB30","02/24/16","H VOTE: AGREE TO MOTION (98-Y 0-N)","HV0850"
"HB30","02/24/16","H Passed by for the day",""
"HB30","02/25/16","H Read second time",""
"HB30","02/25/16","H Uncontested committee amendments agreed to (100-Y 0-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (100-Y 0-N)","HV0890"
"HB30","02/25/16","H Contested committee amendment Item 1 #1h agreed to (100-Y 0-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (100-Y 0-N)","HV0891"
"HB30","02/25/16","H Contested committee amendment Item 33 #1h agreed to (97-Y 1-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (97-Y 1-N)","HV0892"
"HB30","02/25/16","H Contested committee amendment Item 106 #3h agreed to (79-Y 17-N 1-A)",""
"HB30","02/25/16","H VOTE: ADOPTION (79-Y 17-N 1-A)","HV0893"
"HB30","02/25/16","H Contested committee amendment Item 106 #4h agreed to (100-Y 0-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (100-Y 0-N)","HV0894"
"HB30","02/25/16","H Contested committee amendment Item 120 #1h agreed to (65-Y 34-N 1-A)",""
"HB30","02/25/16","H VOTE: ADOPTION (65-Y 34-N 1-A)","HV0895"
"HB30","02/25/16","H Contested committee amendment Item 138 #3h agreed to (71-Y 28-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (71-Y 28-N)","HV0896"
"HB30","02/25/16","H Contested committee amendment Item 138 #4h agreed to (79-Y 21-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (79-Y 21-N)","HV0897"
"HB30","02/25/16","H Contested committee amendment Item 138 #5h agreed to (99-Y 1-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (99-Y 1-N)","HV0898"
"HB30","02/25/16","H Contested committee amendment Item 139 #15h agreed to (57-Y 41-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (57-Y 41-N)","HV0899"
"HB30","02/25/16","H Contested committee amendment Item 295 #1h agreed to (67-Y 31-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (67-Y 31-N)","HV0900"
"HB30","02/25/16","H Contested committee amendment Item 306 #1h agreed to (66-Y 34-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (66-Y 34-N)","HV0901"
"HB30","02/25/16","H Contested committee amendment Item 306 #2h agreed to (100-Y 0-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (100-Y 0-N)","HV0902"
"HB30","02/25/16","H Contested committee amendment Item 306 #3h agreed to (98-Y 0-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (98-Y 0-N)","HV0903"
"HB30","02/25/16","H Contested committee amendment Item 306 #4h agreed to (100-Y 0-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (100-Y 0-N)","HV0904"
"HB30","02/25/16","H Contested committee amendment Item 306 #5h agreed to (100-Y 0-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (100-Y 0-N)","HV0905"
"HB30","02/25/16","H Contested committee amendment Item 306 #6h agreed to (100-Y 0-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (100-Y 0-N)","HV0906"
"HB30","02/25/16","H Contested committee amendment Item 306 #11h agreed to (93-Y 7-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (93-Y 7-N)","HV0907"
"HB30","02/25/16","H Contested committee amendment Item 315 #1h agreed to (100-Y 0-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (100-Y 0-N)","HV0908"
"HB30","02/25/16","H Contested committee amendment Item 388 #1h agreed to (73-Y 26-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (73-Y 26-N)","HV0909"
"HB30","02/25/16","H Contested committee amendment Item 393 #4h agreed to (100-Y 0-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (100-Y 0-N)","HV0910"
"HB30","02/25/16","H Contested committee amendment Item 398 #2h agreed to (73-Y 26-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (73-Y 26-N)","HV0911"
"HB30","02/25/16","H Contested committee amendment Item 424 #1h agreed to (67-Y 32-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (67-Y 32-N)","HV0912"
"HB30","02/25/16","H Contested committee amendment Item 426 #1h agreed to (92-Y 7-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (92-Y 7-N)","HV0913"
"HB30","02/25/16","H Contested committee amendment Item 453 #2h agreed to (93-Y 6-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (93-Y 6-N)","HV0914"
"HB30","02/25/16","H Motion to pass by amendment Item 3-6.05 #1h agreed to",""
"HB30","02/25/16","H Motion to pass by amendment by Delegate Marshall, R.G to Item 4-5.04 #5h agreed to",""
"HB30","02/25/16","H Contested committee amendment Item 4-5.04 #2h agreed to (64-Y 34-N 1-A)",""
"HB30","02/25/16","H VOTE: ADOPTION (64-Y 34-N 1-A)","HV0915"
"HB30","02/25/16","H Amendment by Delegate Marshall, R.G. to Item 4-5.04 #6h no action taken",""
"HB30","02/25/16","H Contested committee amendment Item 4-9.02 #1h agreed to (97-Y 2-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (97-Y 2-N)","HV0916"
"HB30","02/25/16","H Contested committee amendment Item 4-14 #1h agreed to (89-Y 10-N)",""
"HB30","02/25/16","H VOTE: ADOPTION (89-Y 10-N)","HV0917"
"HB30","02/25/16","H Amendment by Delegate Kilgiore to Item 40 #1h withdrawn",""
"HB30","02/25/16","H Amendment by Delegate Bell, R. P to Item 132 #2h withdrawn",""
"HB30","02/25/16","H Amendment by Delegate Simon to Item 139 #21h withdrawn",""
"HB30","02/25/16","H Amendment by Delegate Bell, J.J. to Item 139 #22h withdrawn",""
"HB30","02/25/16","H Amendment by Delegate Campbell to Item 319 #1h withdrawn",""
"HB30","02/25/16","H Amendment by Delegate O'Quinn to Item 369 #1h agreed to (63-Y 34-N 1-A)",""
"HB30","02/25/16","H VOTE: ADOPTION (63-Y 34-N 1-A)","HV0918"
"HB30","02/25/16","H Amendment by Delegate Simon to Item 388 #2h withdrawn",""
"HB30","02/25/16","H Motion to pass by amendment by Delegate Marshall, R.G to Item 4-1.01 #1h agreed to",""
"HB30","02/25/16","H Motion to pass by amendment by Delegate Marshall, R.G. to Item 4-1.02 #1h agreed to",""
"HB30","02/25/16","H Amendment by Delegate Hugo to Item 4-2.01 #2h withdrawn",""
"HB30","02/25/16","H Amendment by Delegate Hugo to Item 4-5.03 #4h withdrawn",""
"HB30","02/25/16","H Motion to pass by amendment by Delegate Marshall, R.G to Item 4-5.03 #2h agreed to",""
"HB30","02/25/16","H Amendment by Delegate Marshall, R.G. to Item 4-5.04 #3h withdrawn",""
"HB30","02/25/16","H Amendment by Delegate LaRock to Item 4-5.04 #7h withdrawn",""
"HB30","02/25/16","H Motion to pass by amendment by Delegate Simon to Item 4-6.07 #1h agreed to (64-Y 35-N 1-A)",""
"HB30","02/25/16","H VOTE: PASS BY (64-Y 35-N 1-A)","HV0919"
"HB30","02/25/16","H Motion to pass by amendment by Delegate Marshall, R.G to Item 4-14 #3h agreed to",""
"HB30","02/25/16","H Engrossed by House as amended",""
"HB30","02/25/16","H Constitutional reading dispensed (100-Y 0-N)",""
"HB30","02/25/16","H VOTE: AGREE TO (100-Y 0-N)","HV0920"
"HB30","02/25/16","H VOTE: PASSAGE (98-Y 2-N)","HV0921"
"HB30","02/25/16","H Passed House (98-Y 2-N)",""
"HB30","02/26/16","S Constitutional reading dispensed",""
"HB30","02/26/16","S Referred to Committee on Finance",""
"HB30","03/01/16","S Reported from Finance with Senate amendments substituted for House amendments (15-Y 0-N)","S05V0232"
"HB30","03/02/16","S Constitutional reading dispensed (40-Y 0-N)","SV0784"
"HB30","03/02/16","S Read third time",""
"HB30","03/02/16","S Reading of amendments waived",""
"HB30","03/02/16","S Committee amendments agreed to",""
"HB30","03/02/16","S Passed Senate with amendments (40-Y 0-N)","SV0785"
"HB30","03/02/16","H Senate amendments rejected by House (0-Y 94-N)",""
